alert_id,attack_class,is_attempted,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
AL-03145,Benign,0,1908423,46.61.227.42-172.31.64.92-55940-445-6,46.61.227.42,55940,172.31.64.92,445,6,2018-02-20 17:44:14.628103,492036,5,4,286,170,103,0,57.2,52.48523601928451,131,0,42.5,61.7980582219215,926.7614564787942,18.29134453576568,61504.49999999999,84713.55867189822,164667,27,491979,122994.75,81913.5390696597,164945,129,492009,164003.0,707.1781953652135,164798,163444,3,2,0,0,0,1,112,92,10.161858075425377,8.129486460340301,0,131,50.66666666666666,53.56771415694346,2869.5000000000005,0,2,1,5,8,0,0,0,0.8,50.66666666666666,57.2,42.5,0,0,0,0,0,0,0,31,0,18,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,492036,BENIGN,-1
AL-03146,Benign,0,4377272,172.31.66.102-23.215.130.75-50557-443-6,172.31.66.102,50557,23.215.130.75,443,6,2018-03-02 17:19:10.814850,114162392,4035,8158,9580,11831899,479,0,2.374225526641877,33.64368588994777,1460,2,1450.3430987987272,99.56771507033724,103724.86764292743,106.80399899119143,9363.71325459321,244368.93950709733,8988003,0,114162392,28300.04759543887,424234.3073573816,8988003,5,114143462,13993.313963467026,299782.4647063314,9006096,0,20,107,0,0,0,0,15536,32088,35.344389069913674,71.45960992127776,0,1460,971.1702616255244,686.4882149532915,471266.0692697565,0,0,0,127,12193,0,0,0,2.02180916976456,971.1702616255228,2.3742255266418835,1450.3430987987251,0,0,0,591594,407,72146165,0,0,0,970,10309,2454,19,20,43638.833333333336,46170.161341116254,212990,22077,6297305.111111111,946176.4658560628,8988003,5889305,-1,-1,239908120,BENIGN,-1
AL-03147,Benign,0,5038874,5.39.217.113-172.31.66.24-55371-3389-6,5.39.217.113,55371,172.31.66.24,3389,6,2018-02-20 15:07:09.867144,2978967,10,7,1048,1429,581,0,104.8,181.59344089965856,1149,0,204.1428571428571,420.4990798925441,831.4962871357756,5.706676173317798,186185.43750000003,323637.3308084156,1056903,69,2978967,330996.3333333333,429119.8628064192,1107294,69,2874127,479021.1666666667,479815.2790045005,1218906,106619,5,5,0,0,1,0,212,152,3.3568683372457637,2.3498078360720345,0,1149,145.70588235294122,295.6285178872892,87396.22058823529,0,2,1,10,16,0,1,1,0.7,145.7058823529412,104.8,204.14285714285717,0,0,0,0,0,0,0,61,0,84,8192,62952,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2978967,BENIGN,-1
AL-03148,DDoS,0,6410600,18.218.55.126-172.31.69.28-58711-80-6,18.218.55.126,58711,172.31.69.28,80,6,2018-02-21 18:34:00.686905,41201,5,5,339,935,339,0,67.8,151.60540887448573,935,0,187.0,418.1447117924607,30921.579573311326,242.71255552049703,4577.888888888889,12486.485338601537,37852,3,41198,10299.5,18376.883313917337,37852,324,41193,10298.25,18590.689271335083,38171,493,1,1,0,0,0,0,112,112,121.35627776024852,121.35627776024852,0,935,127.4,303.1021829900493,91870.93333333332,2,2,0,2,9,0,1,1,1.0,127.4,67.8,187.0,0,0,0,0,0,0,0,33,0,93,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,41201,DDoS-HOIC,-1
AL-03149,Benign,0,2876473,190.151.27.99-172.31.64.97-59975-445-6,190.151.27.99,59975,172.31.64.97,445,6,2018-02-14 13:49:12.111598,202655,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.60696750635316,40531.0,90495.34927552906,202414,39,202557,101278.5,143116.29119181365,202477,80,202592,101296.0,143170.738413965,202533,59,0,0,0,0,0,1,72,72,14.80348375317658,14.80348375317658,0,0,0.0,0.0,0.0,1,2,1,0,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,202655,BENIGN,-1
AL-03150,Benign,0,189034,172.31.66.123-50.97.162.171-52607-80-6,172.31.66.123,52607,50.97.162.171,80,6,2018-02-21 19:54:31.808121,116107756,35,58,1336,64332,458,0,38.17142857142857,125.4327768671532,1460,0,1109.1724137931033,614.5458211095364,565.5780652586207,0.8009800826742358,1262040.8260869563,3287396.239464015,10010795,0,116107756,3414934.0,4738711.467078948,10046543,26,116071955,2036350.0877192984,4013122.1875084247,10046707,0,3,3,0,0,0,0,712,1304,0.3014441171354651,0.4995359655387707,0,1460,706.1075268817203,715.5078534246115,511951.48831229546,2,2,0,6,92,0,0,0,1.6571428571428573,706.1075268817204,38.17142857142857,1109.1724137931035,0,0,0,21444,15,891197,0,14,0,691,8192,509,14,20,58137.16666666666,77130.42650287338,303059,35725,9614520.416666666,1370876.03854844,10010795,5261406,-1,-1,116107756,BENIGN,-1
AL-03151,Benign,0,3983478,5.101.40.105-172.31.67.77-58596-3389-6,5.101.40.105,58596,172.31.67.77,3389,6,2018-02-14 17:26:21.074801,1667936,8,7,1128,1581,661,0,141.00000000000003,222.62332055996032,1173,0,225.8571428571429,430.0986044197418,1624.1630374306926,8.993150816338277,119138.28571428572,245626.8629174776,953172,3,1667936,238276.57142857145,388696.8351182607,1114776,3,1559234,259872.3333333333,340248.1475309846,953172,109308,5,5,0,0,1,0,172,152,4.796347102047081,4.196803714291196,0,1173,180.6,325.54565183484084,105979.97142857144,0,2,1,10,14,0,1,2,0.875,180.6,141.0,225.8571428571429,0,0,0,0,0,0,0,75,0,105,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1667936,BENIGN,-1
AL-03152,DDoS,0,5959487,18.219.5.43-172.31.69.25-58871-80-6,18.219.5.43,58871,172.31.69.25,80,6,2018-02-20 15:05:48.974745,20533320,5,4,20,964,20,0,4.0,8.94427190999916,964,0,241.0,482.0,47.92210904033055,0.4383119729298526,2566665.0,6587559.284075617,18800946,1,20533320,5133330.0,9148245.12742464,18800946,1,1731903,577301.0,999578.6574212156,1731515,39,1,1,0,0,1,0,112,92,0.2435066516276958,0.1948053213021567,0,964,109.33333333333334,320.5682454642069,102764.0,1,2,1,2,8,0,1,1,0.8,109.33333333333331,4.0,241.0,0,0,0,0,0,0,0,2,0,107,8192,211,1,20,1732374.0,0.0,1732374,1732374,18800946.0,0.0,18800946,18800946,-1,-1,20533320,DDoS-LOIC-HTTP,-1
AL-03153,Port Scan,0,4422578,172.31.69.24-172.31.69.14-53860-445-6,172.31.69.24,53860,172.31.69.14,445,6,2018-02-28 16:08:15.019941,5271096,5,5,106,174,106,0,21.2,47.40464112299554,174,0,34.8,77.81516561699269,53.11988246846576,1.8971386595880628,585677.3333333334,1630636.1806445362,4930969,55,5249933,1312483.25,2582562.0449798005,5186208,528,5256562,1314140.5,2413326.425997873,4930969,307,1,1,0,0,0.0,1.0,112,112,0.9485693297940314,0.9485693297940314,0,174,28.000000000000007,61.16643959994184,3741.3333333333335,1,2,1,2,9,0,1,2,1.0,28.0,21.2,34.8,0,0,0,0,0,0,0,10,0,17,8192,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,5271096,Infiltration - NMAP Portscan,-1
AL-03154,Benign,0,6040181,212.92.108.214-172.31.64.99-54091-3389-6,212.92.108.214,54091,172.31.64.99,3389,6,2018-03-02 15:14:31.379649,3023022,10,11,1434,3047,677,0,143.39999999999998,203.0321266313399,1173,0,277.0,456.5904072579712,1482.2915612258196,6.946691092555727,151151.1,239724.73013194028,953171,3,3023022,335891.3333333334,360271.9999347715,1197581,3,2831830,283183.0,284789.0066807745,953171,1021,7,7,0,0,1,0,212,256,3.307948139312251,3.638742953243476,0,1173,213.3809523809524,357.01827350858053,127462.0476190476,0,2,1,14,20,0,1,1,1.1,213.3809523809524,143.4,277.0,0,0,0,0,0,0,0,68,0,145,8192,62856,7,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3023022,BENIGN,-1
AL-03155,Benign,0,5158357,172.31.67.35-172.31.0.2-63136-53-17,172.31.67.35,63136,172.31.0.2,53,17,2018-02-14 19:59:08.887116,17964,1,1,36,164,36,36,36.0,0.0,164,164,164.0,0.0,11133.3778668448,111.333778668448,17964.0,0.0,17964,17964,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,55.666889334224,55.666889334224,36,164,100.0,90.50966799187808,8192.0,0,0,0,0,0,0,0,0,1.0,100.0,36.0,164.0,0,0,0,0,0,0,0,18,0,82,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03156,Benign,0,5770681,193.111.198.69-172.31.66.100-38821-3389-6,193.111.198.69,38821,172.31.66.100,3389,6,2018-02-23 19:54:18.320305,90120126,14,10,1441,1731,725,0,102.92857142857142,191.14894083519684,1179,0,173.10000000000002,369.04093419444825,35.19746521437398,0.2663112122146833,3918266.347826087,17785677.353805933,85498228,19,4621879,355529.15384615393,374333.05706902384,1359807,8348,90120025,10013336.111111112,28308317.20966568,85498228,115948,7,5,0,0,0,1,292,212,0.1553482071252319,0.1109630050894513,0,1179,132.16666666666666,274.21328840198805,75192.92753623189,1,2,1,12,23,0,1,1,0.7142857142857143,132.16666666666666,102.92857142857144,173.1,0,0,0,0,0,0,0,60,0,72,8192,0,7,20,4621898.0,0.0,4621898,4621898,85498228.0,0.0,85498228,85498228,-1,-1,90120126,BENIGN,-1
AL-03157,Benign,0,4560942,207.74.3.44-172.31.66.58-64553-445-6,207.74.3.44,64553,172.31.66.58,445,6,2018-03-02 19:50:07.163084,1108885,8,7,720,763,330,0,90.0,124.68130802742074,409,0,109.0,164.99090884045702,1337.379439707454,13.527101547951322,79206.07142857143,192537.9524850837,728444,52,1108692,158384.57142857142,256380.9822002256,728444,298,1108822,184803.6666666667,346683.8574319068,890362,141,4,4,0,0,0,1,168,148,7.214454158907372,6.31264738904395,0,409,98.86666666666665,139.76964041218815,19535.55238095238,1,2,1,8,14,0,0,0,0.875,98.86666666666666,90.0,109.0,0,0,0,0,0,0,0,48,0,50,16384,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1108885,BENIGN,-1
AL-03158,Benign,0,723023,172.31.64.41-172.31.0.2-63132-53-17,172.31.64.41,63132,172.31.0.2,53,17,2018-02-28 16:29:45.733120,31831,2,2,100,224,50,50,50.0,0.0,112,112,112.0,0.0,10178.75655807232,125.66366121076938,10610.333333333332,12827.27041631747,24866,1,24866,24866.0,0.0,24866,24866,1,1.0,0.0,1,1,0,0,0,0,0.0,0.0,16,16,62.83183060538469,62.83183060538469,50,112,81.0,35.795716689756794,1281.3333333333333,0,0,0,0,0,0,0,0,1.0,81.0,50.0,112.0,0,0,0,0,0,0,0,25,0,56,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03159,Benign,0,2229341,172.31.69.16-172.31.0.2-65287-53-17,172.31.69.16,65287,172.31.0.2,53,17,2018-02-22 17:32:48.093626,40408,2,2,76,282,38,38,38.0,0.0,141,141,141.0,0.0,8859.631756087903,98.99029895070284,13469.333333333332,16321.022956093571,31733,312,40096,40096.0,0.0,40096,40096,8675,8675.0,0.0,8675,8675,0,0,0,0,0,0,16,16,49.49514947535142,49.49514947535142,38,141,89.5,59.46707772653146,3536.333333333333,0,0,0,0,0,0,0,0,1.0,89.5,38.0,141.0,0,0,0,0,0,0,0,19,0,70,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03160,Botnet,0,3706461,172.31.69.14-18.219.211.138-62316-8080-6,172.31.69.14,62316,18.219.211.138,8080,6,2018-03-02 19:16:59.152195,12365,5,5,326,129,326,0,65.2,145.79163213298628,112,0,25.8,48.74628190949541,36797.41205014153,808.7343307723413,1373.8888888888891,3497.508664908654,10686,1,12049,3012.25,5339.782041432029,11016,54,11893,2973.25,5152.762196142958,10686,1,1,2,0,0,0,0,112,112,404.36716538617065,404.36716538617065,0,326,45.5,104.5660344258859,10934.055555555557,2,2,0,3,9,0,1,1,1.0,45.5,65.2,25.8,0,0,0,0,0,0,0,32,0,12,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,12365,Botnet Ares,-1
AL-03161,Benign,0,1443961,91.207.54.2-172.31.67.54-24840-3389-6,91.207.54.2,24840,172.31.67.54,3389,6,2018-03-01 13:16:20.359413,2145749,8,7,1144,1581,677,0,143.0,227.96992282817865,1173,0,225.8571428571429,430.0986044197418,1269.952823000267,6.990565998166608,153267.7857142857,243795.8330830181,965634,4,2145749,306535.5714285714,411963.9856613104,1225361,4,1988060,331343.3333333334,313339.3408365229,965634,166062,5,5,0,0,1,0,172,152,3.7283018656888576,3.26226413247775,0,1173,181.66666666666669,327.2538697068306,107095.09523809524,0,2,1,10,14,0,0,0,0.875,181.66666666666663,143.0,225.8571428571429,0,0,0,0,0,0,0,76,0,105,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2145749,BENIGN,-1
AL-03162,Benign,0,4266640,172.31.68.15-172.31.0.2-51850-53-17,172.31.68.15,51850,172.31.0.2,53,17,2018-02-28 15:41:17.906610,905,1,1,35,67,35,35,35.0,0.0,67,67,67.0,0.0,112707.182320442,2209.944751381216,905.0,0.0,905,905,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,8,8,1104.9723756906078,1104.9723756906078,35,67,51.0,22.62741699796952,512.0,0,0,0,0,0,0,0,0,1.0,51.0,35.0,67.0,0,0,0,0,0,0,0,17,0,33,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03163,Benign,0,132304,172.31.64.35-172.31.0.2-58366-53-17,172.31.64.35,58366,172.31.0.2,53,17,2018-02-21 14:03:27.795122,61355,2,2,74,268,37,37,37.0,0.0,134,134,134.0,0.0,5574.117838806943,65.19436068780051,20451.666666666664,17711.366105790185,30819,1,30819,30819.0,0.0,30819,30819,1,1.0,0.0,1,1,0,0,0,0,0,0,16,16,32.597180343900256,32.597180343900256,37,134,85.5,56.0029761113937,3136.333333333333,0,0,0,0,0,0,0,0,1.0,85.5,37.0,134.0,0,0,0,0,0,0,0,18,0,67,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03164,Botnet,0,3728412,172.31.69.17-18.219.211.138-58606-8080-6,172.31.69.17,58606,18.219.211.138,8080,6,2018-03-02 16:50:44.338708,10980,5,5,326,129,326,0,65.2,145.79163213298628,112,0,25.8,48.74628190949541,41438.97996357013,910.7468123861566,1219.9999999999998,3029.5751352293605,9282,11,10656,2664.0,4639.315682296258,9616,55,10541,2635.25,4444.429200321079,9282,19,1,2,0,0,0,0,112,112,455.3734061930783,455.3734061930783,0,326,45.5,104.5660344258859,10934.055555555557,2,2,0,3,9,0,1,1,1.0,45.5,65.2,25.8,0,0,0,0,0,0,0,32,0,12,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,10980,Botnet Ares,-1
AL-03165,Benign,0,1769066,172.31.64.85-23.13.178.232-50379-443-6,172.31.64.85,50379,23.13.178.232,443,6,2018-02-23 13:35:30.143948,118522221,25,25,2813,1219,620,0,112.51999999999998,221.2457381887088,259,0,48.76,98.5204208950273,34.01893725903094,0.4218618211685385,2418820.8367346944,4203177.462250728,10016290,19,118522185,4938424.375,4915980.505682717,10046603,38,118491992,4937166.333333334,4925713.986369565,10046615,73,7,6,0,0,1,1,512,644,0.2109309105842692,0.2109309105842692,0,620,80.63999999999999,172.52976791361698,29766.52081632653,1,2,2,13,49,0,1,1,1.0,80.64,112.52,48.76,0,0,0,0,0,0,0,56,0,24,8192,1101,18,20,240624.91666666663,728547.834096076,2554075,30256,9633473.666666668,1262049.8442786236,10016290,5626206,-1,-1,118522221,BENIGN,-1
AL-03166,DoS,0,5864684,18.219.193.20-172.31.69.25-56410-80-6,18.219.193.20,56410,172.31.69.25,80,6,2018-02-16 17:47:32.583467,86584,5,5,355,935,355,0,71.0,158.7608264024851,935,0,187.0,418.1447117924607,14898.8265730389,115.49477963596046,9620.444444444443,14280.905845841076,36493,4,86575,21643.75,14283.305088459045,36781,3782,86576,21644.0,15690.77535793988,36493,25,1,1,0,0,0,0,168,168,57.74738981798023,57.74738981798023,0,935,129.0,304.3827999228749,92648.88888888888,2,2,0,2,9,0,0,0,1.0,129.0,71.0,187.0,0,0,0,0,0,0,0,35,0,93,26883,237,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,86584,DoS Hulk,-1
AL-03167,Benign,0,3599876,172.31.67.100-172.31.67.1-68-67-17,172.31.67.100,68,172.31.67.1,67,17,2018-03-01 16:16:24.635508,941,1,1,315,302,315,315,315.0,0.0,302,302,302.0,0.0,655685.4410201913,2125.398512221041,941.0,0.0,941,941,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1062.6992561105208,1062.6992561105208,302,315,308.5,9.192388155425116,84.5,0,0,0,0,0,0,0,0,1.0,308.5,315.0,302.0,0,0,0,0,0,0,0,157,0,151,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03168,Benign,0,2193560,123.25.30.79-172.31.64.98-23802-445-6,123.25.30.79,23802,172.31.64.98,445,6,2018-02-16 18:46:18.463091,267166,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22.45794749331876,53433.2,119360.0843004059,266951,19,267122,133561.0,188728.2141122519,267012,110,267105,133552.5,188836.40144977343,267080,25,0,0,0,0,0,1,72,72,11.22897374665938,11.22897374665938,0,0,0.0,0.0,0.0,1,2,1,0,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,267166,BENIGN,-1
AL-03169,DoS,0,6066961,18.219.193.20-172.31.69.25-51780-80-6,18.219.193.20,51780,172.31.69.25,80,6,2018-02-16 17:48:58.227387,164402,5,5,375,935,375,0,75.0,167.70509831248424,935,0,187.0,418.1447117924607,7968.272892057274,60.82651062639141,18266.88888888889,35861.14834833251,106387,8,164393,41098.25,50520.257992050414,106387,261,164394,41098.5,47081.74991437765,106660,34,1,1,0,0,0,0,168,168,30.413255313195705,30.413255313195705,0,935,131.0,306.0936675812378,93693.33333333331,2,2,0,2,9,0,0,0,1.0,131.0,75.0,187.0,0,0,0,0,0,0,0,37,0,93,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,164402,DoS Hulk,-1
AL-03170,Benign,0,4624479,152.101.118.11-172.31.65.70-61251-3389-6,152.101.118.11,61251,172.31.65.70,3389,6,2018-02-14 20:08:27.703931,2203508,8,7,1148,1581,677,0,143.5,228.12966237897004,1173,0,225.8571428571429,430.0986044197418,1238.4797332253845,6.807327225496799,157393.4285714286,247923.60262409443,951682,4,2203508,314786.8571428572,398510.7057329947,1202528,4,2005518,334253.0,303152.9125764752,951682,198508,5,5,0,0,1,0,172,152,3.63057452026496,3.17675270523184,0,1173,181.9333333333333,327.2758702350285,107109.49523809522,0,2,1,10,14,0,0,0,0.875,181.9333333333333,143.5,225.8571428571429,0,0,0,0,0,0,0,76,0,105,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2203508,BENIGN,-1
AL-03171,Benign,0,3724305,172.31.66.98-172.31.0.2-60857-53-17,172.31.66.98,60857,172.31.0.2,53,17,2018-02-22 23:13:35.100611,480,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,200000.0,4166.666666666667,480.0,0.0,480,480,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2083.333333333333,2083.333333333333,40,56,48.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,48.0,40.0,56.0,0,0,0,0,0,0,0,20,0,28,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03172,Botnet,0,3705424,172.31.69.14-18.219.211.138-64186-8080-6,172.31.69.14,64186,18.219.211.138,8080,6,2018-03-02 19:42:44.434315,71249,5,5,326,129,326,0,65.2,145.79163213298628,112,0,25.8,48.74628190949541,6386.054541116366,140.35284705750254,7916.555555555556,19654.942737840214,59609,12,70983,17745.75,28307.61245525073,59609,330,70931,17732.75,28535.976443488547,59994,63,1,2,0,0,0,0,112,112,70.17642352875127,70.17642352875127,0,326,45.5,104.5660344258859,10934.055555555557,2,2,0,3,9,0,1,1,1.0,45.5,65.2,25.8,0,0,0,0,0,0,0,32,0,12,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,71249,Botnet Ares,-1
AL-03173,DDoS,0,5873950,18.219.5.43-172.31.69.25-62629-80-6,18.219.5.43,62629,172.31.69.25,80,6,2018-02-20 14:38:53.400588,27787418,5,4,20,964,20,0,4.0,8.94427190999916,964,0,241.0,482.0,35.41171043671636,0.3238875954577715,3473427.25,9425178.672210556,26783363,1,27787418,6946854.5,13232799.782090826,26783363,1,1003785,334595.0,579280.0752062857,1003490,26,1,1,0,0,1,0,112,92,0.1799375530320953,0.1439500424256762,0,964,109.33333333333334,320.5682454642069,102764.0,1,2,1,2,8,0,1,1,0.8,109.33333333333331,4.0,241.0,0,0,0,0,0,0,0,2,0,107,8192,211,1,20,1004055.0,0.0,1004055,1004055,26783363.0,0.0,26783363,26783363,-1,-1,27787418,DDoS-LOIC-HTTP,-1
AL-03174,Infiltration,0,4405881,172.31.69.24-13.58.225.34-51603-31337-6,172.31.69.24,51603,13.58.225.34,31337,6,2018-02-28 15:12:16.659379,67308479,23,23,5519,0,896,2,239.9565217391304,265.42307193351616,0,0,0.0,0.0,81.99561306384594,0.6834205836087901,1495743.9777777777,9280543.867883489,62260140,16,67308032,3059456.0,13245800.3020884,62260682,316,67307929,3059451.318181818,13245783.790537952,62260596,282,23,0,0,0,0.0,0.0,460,460,0.341710291804395,0.341710291804395,0,896,119.9782608695652,221.7128762992989,49156.599516908216,0,0,0,23,46,0,0,0,1.0,119.97826086956522,239.95652173913044,0.0,1839,7,4005,0,0,0,0,119,0,0,2053,1531,22,20,4583033.0,0.0,4583033,4583033,62260140.0,0.0,62260140,62260140,-1,-1,1663261643,Infiltration - Communication Victim Attacker,-1
AL-03175,Benign,0,545056,172.31.66.29-172.31.0.2-49705-53-17,172.31.66.29,49705,172.31.0.2,53,17,2018-02-20 17:27:15.040747,254,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,417322.8346456693,7874.015748031496,254.0,0.0,254,254,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,3937.007874015748,3937.007874015748,45,61,53.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,53.0,45.0,61.0,0,0,0,0,0,0,0,22,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03176,Benign,0,3751122,172.31.64.75-172.31.0.2-51678-53-17,172.31.64.75,51678,172.31.0.2,53,17,2018-02-21 22:00:02.470728,709,1,1,32,48,32,32,32.0,0.0,48,48,48.0,0.0,112834.97884344148,2820.8744710860365,709.0,0.0,709,709,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1410.4372355430182,1410.4372355430182,32,48,40.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,40.0,32.0,48.0,0,0,0,0,0,0,0,16,0,24,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03177,Benign,0,1257714,69.16.250.107-172.31.68.13-61119-3389-6,69.16.250.107,61119,172.31.68.13,3389,6,2018-02-22 17:30:06.561909,2422647,8,9,1148,1581,677,0,143.5,228.12966237897004,1173,0,175.66666666666666,385.561279176216,1126.4538333483997,7.017118053104724,151415.43749999997,296984.9541906051,1111506,3,2422647,346092.42857142864,459174.7628887637,1188903,3,2404797,300599.625,376105.7931232106,1111506,1124,5,5,0,0,1,0,172,192,3.3021732014610468,3.714944851643677,0,1173,160.5294117647059,312.04409096453395,97371.51470588232,0,2,1,10,16,0,1,2,1.125,160.52941176470588,143.5,175.66666666666666,0,0,0,0,0,0,0,67,0,93,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2422647,BENIGN,-1
AL-03178,Benign,0,347282,5.101.40.43-172.31.66.49-55750-3389-6,5.101.40.43,55750,172.31.66.49,3389,6,2018-03-02 16:58:14.395232,1718389,8,7,1144,1581,677,0,143.0,227.96992282817865,1173,0,225.8571428571429,430.0986044197418,1585.7876185194389,8.729106156987736,122742.07142857143,245552.5988955912,953245,92,1718389,245484.14285714284,388907.52373344,1121492,93,1605562,267593.6666666666,336833.7562790681,953245,110615,5,5,0,0,1,0,172,152,4.655523283726793,4.073582873260944,0,1173,181.66666666666669,327.2538697068306,107095.09523809524,0,2,1,10,14,0,1,1,0.875,181.66666666666663,143.0,225.8571428571429,0,0,0,0,0,0,0,76,0,105,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1718389,BENIGN,-1
AL-03179,Benign,0,2353108,172.31.66.14-130.211.38.145-50328-443-6,172.31.66.14,50328,130.211.38.145,443,6,2018-03-02 14:36:43.403440,90284761,10,16,944,2771,269,0,94.4,121.92001020705702,775,0,173.1875,271.5801216952375,41.14758635734773,0.2879777241698629,3611390.44,12440790.853968907,44950502,1,90212693,10023632.555555556,19839642.93048005,45019238,63,90254399,6016959.933333335,15818600.7952314,44981731,1,6,10,0,0,0,0,200,320,0.1107606631422549,0.1772170610276079,0,775,142.8846153846154,226.1253328440804,51132.66615384615,0,0,0,16,26,0,0,0,1.6,142.8846153846154,94.4,173.1875,0,0,0,942,4,11349397,0,36,0,106,258,335,5,20,129027.0,3510.078061810022,131509,126545,44947703.0,3958.383761082293,44950502,44944904,-1,-1,1277637454,BENIGN,-1
